f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,Decision
0.60328,0.12172,0.74353,0.066453,0.040606,0.13967,0.67878,0.55772,0.12568,0.7907,0.86939,0.052321,0.22651,0.58925,no
0.29765,0.16072,0.69395,0.066832,0.056407,0.11898,0.60826,0.030547,0.1803,0.73935,0.89203,0.033842,0.12469,0.50548,no
0.031488,0.2515,0.6868,0.066688,0.096585,0.19061,0.66192,0.0075654,0.31437,0.67675,0.88025,0.056398,0.12469,0.41428,no
0.016855,0.31375,0.64405,0.063763,0.13579,0.26005,0.61572,0.0047442,0.35851,0.64528,0.89151,0.051129,0.13201,0.41428,no
0.012564,0.25279,0.68966,0.066547,0.055358,0.14042,0.50465,0.0072944,0.2899,0.66129,0.89008,0.043183,0.1532,0.52571,no
0.018502,0.23532,0.68338,0.065411,0.096923,0.26757,0.67233,0.0077404,0.28186,0.66604,0.88451,0.044163,0.1532,0.52646,no
0.03587,0.25701,0.67092,0.062568,0.10149,0.22324,0.54481,0.0056644,0.32529,0.65149,0.89175,0.047604,0.14045,0.43953,no
0.41521,0.15303,0.72044,0.065827,0.044607,0.14242,0.63103,0.21992,0.2016,0.75969,0.89342,0.074345,0.21994,0.43953,no
0.11725,0.23863,0.70381,0.065808,0.096904,0.23311,0.62006,0.35612,0.15937,0.75396,0.89198,0.054039,0.27036,0.67017,no
0.20754,0.16412,0.694,0.06658,0.052762,0.11292,0.64655,0.11077,0.19952,0.69225,0.88114,0.044345,0.27036,0.7506,no
0.50893,0.13034,0.72466,0.066561,0.038412,0.12564,0.7351,0.48997,0.11749,0.76141,0.88403,0.042049,0.2407,0.7506,no
0.52664,0.1141,0.73671,0.066561,0.037112,0.16221,0.68505,0.67656,0.10357,0.76642,0.88922,0.045961,0.25406,0.69549,no
0.065169,0.23203,0.67502,0.066561,0.093639,0.3172,0.69054,0.67612,0.109,0.77349,0.88562,0.045196,0.25406,0.63357,no
0.3002,0.20907,0.69802,0.066528,0.043214,0.21076,0.61347,0.64093,0.11246,0.74972,0.88312,0.042647,0.16708,0.59814,no
0.55257,0.12151,0.72359,0.066353,0.042651,0.23195,0.77498,0.44121,0.16029,0.76455,0.87892,0.05207,0.18783,0.59814,no
0.68033,0.11916,0.74364,0.066423,0.042277,0.19258,0.65184,0.23847,0.2316,0.69239,0.89002,0.055668,0.18783,0.49866,no
0.58183,0.12028,0.73519,0.066535,0.040841,0.13656,0.70062,0.28287,0.19732,0.74073,0.89185,0.047075,0.18322,0.49866,no
0.29669,0.16831,0.68669,0.066618,0.068052,0.21558,0.60958,0.4158,0.15273,0.75511,0.88929,0.039388,0.16964,0.58235,no
0.33085,0.16655,0.71546,0.066527,0.041706,0.14019,0.65386,0.41402,0.17827,0.74133,0.88496,0.050086,0.1976,0.58696,no
0.53079,0.12056,0.71473,0.06795,0.041165,0.15141,0.65493,0.41797,0.1861,0.75,0.89043,0.050371,0.1976,0.5734,no
0.016648,0.29002,0.63005,0.067452,0.13332,0.23196,0.65043,0.61065,0.13399,0.77016,0.89145,0.04758,0.19794,0.5734,no
0.55742,0.11804,0.69727,0.066562,0.093687,0.55098,0.75267,0.59615,0.12748,0.71879,0.89032,0.13267,0.61447,0.76998,no
0.45768,0.16589,0.79671,0.065156,0.08892,0.41862,0.73563,0.62244,0.14768,0.73551,0.89151,0.13165,0.49295,0.58778,no
0.58621,0.20541,0.77766,0.06611,0.12262,0.55322,0.68956,0.54689,0.098345,0.72799,0.88762,0.10101,0.53994,0.73651,no
0.58767,0.17029,0.71642,0.066476,0.12766,0.56934,0.70201,0.52262,0.19281,0.74279,0.88579,0.12937,0.4585,0.56999,no
0.51526,0.22762,0.71208,0.065964,0.13097,0.58609,0.71309,0.36494,0.19363,0.72136,0.89204,0.11646,0.47306,0.74425,no
0.57099,0.12617,0.71226,0.066561,0.086353,0.52512,0.7588,0.60618,0.13506,0.74244,0.89461,0.13026,0.49978,0.60918,no
0.4442,0.1866,0.69288,0.063523,0.10476,0.53489,0.81586,0.5212,0.18641,0.73225,0.89201,0.10572,0.41426,0.63419,no
0.55901,0.25887,0.69626,0.065156,0.13691,0.46425,0.70175,0.57972,0.21047,0.74008,0.89141,0.14116,0.61642,0.6088,no
0.69424,0.14095,0.72177,0.066521,0.11838,0.5415,0.75919,0.53887,0.21453,0.73649,0.89176,0.13699,0.60315,0.66087,no
0.67789,0.16259,0.72826,0.066611,0.13092,0.57171,0.67314,0.51629,0.24128,0.738,0.89203,0.13191,0.44968,0.52192,no
0.59619,0.17693,0.71378,0.066337,0.1272,0.61462,0.74159,0.6145,0.15681,0.73886,0.89193,0.1231,0.58464,0.6786,no
0.58505,0.20367,0.71952,0.066562,0.13101,0.51424,0.66244,0.63929,0.14322,0.73642,0.89195,0.12785,0.58103,0.66184,no
0.62514,0.14519,0.72707,0.06553,0.10418,0.6014,0.79444,0.65202,0.1261,0.72214,0.89141,0.12459,0.57128,0.67749,no
0.53489,0.19589,0.70874,0.065955,0.13943,0.59337,0.69289,0.66438,0.11858,0.73276,0.89171,0.12974,0.63038,0.76208,no
0.41017,0.2616,0.69389,0.068992,0.15396,0.58029,0.66825,0.61005,0.12135,0.72474,0.8902,0.12298,0.59928,0.72092,no
0.51921,0.14881,0.70442,0.066559,0.12498,0.55801,0.79696,0.44252,0.2478,0.74171,0.88872,0.11572,0.38966,0.53491,no
0.58657,0.15385,0.703,0.066134,0.11089,0.62949,0.80473,0.34947,0.30602,0.71895,0.89196,0.12676,0.39742,0.54648,no
0.53091,0.29745,0.71922,0.16571,0.16795,0.63429,0.68902,0.58269,0.18126,0.73581,0.89293,0.15908,0.642,0.64881,no
0.5833,0.24628,0.7391,0.066505,0.19271,0.62494,0.64969,0.50841,0.21511,0.73424,0.88794,0.13683,0.59542,0.64421,no
0.59112,0.23347,0.72402,0.065,0.15155,0.5446,0.70362,0.50182,0.25301,0.73005,0.89202,0.16088,0.6449,0.6766,no
0.58686,0.15293,0.72766,0.066603,0.1272,0.67905,0.77633,0.54093,0.12305,0.72329,0.89238,0.1173,0.56174,0.73981,no
0.62471,0.16749,0.72446,0.066563,0.11974,0.47802,0.57983,0.53019,0.11388,0.74523,0.88295,0.078632,0.50109,0.80725,no
0.66702,0.22389,0.73231,0.066366,0.13466,0.51952,0.67815,0.61107,0.16066,0.75039,0.89171,0.11518,0.43028,0.59418,no
0.57254,0.14892,0.71186,0.06672,0.09514,0.52254,0.75558,0.61808,0.15976,0.7469,0.8911,0.12151,0.59206,0.70744,no
0.65867,0.16855,0.79544,0.067157,0.1018,0.52373,0.60731,0.62582,0.14518,0.73805,0.89129,0.12251,0.60053,0.74125,no
0.59416,0.20019,0.77687,0.066542,0.12882,0.54491,0.60198,0.55041,0.17486,0.7366,0.89202,0.10099,0.49543,0.65372,no
0.66104,0.15778,0.73396,0.066377,0.11099,0.59429,0.6449,0.6367,0.14261,0.7474,0.892,0.11774,0.58764,0.73523,no
0.62291,0.1923,0.71741,0.064873,0.15383,0.62405,0.64372,0.17169,0.20963,0.68115,0.9016,0.10158,0.36922,0.81656,no
0.6128,0.17037,0.72844,0.066566,0.11647,0.5398,0.58103,0.52932,0.17512,0.75839,0.88607,0.10951,0.53932,0.73354,no
0.62591,0.19745,0.72351,0.066536,0.14141,0.58054,0.53973,0.056099,0.33605,0.68344,0.89065,0.091938,0.43875,0.64709,no
0.4952,0.19028,0.7194,0.066945,0.13309,0.52544,0.67109,0.28795,0.3341,0.70698,0.8921,0.13725,0.49996,0.53464,no
0.67185,0.16363,0.72752,0.066797,0.13681,0.61085,0.69195,0.53612,0.19551,0.74052,0.89208,0.12017,0.49188,0.61458,no
0.70234,0.11673,0.72944,0.067992,0.1088,0.60081,0.70438,0.65039,0.099036,0.74521,0.8913,0.087129,0.52032,0.76183,no
0.59653,0.23516,0.71526,0.2363,0.17835,0.62316,0.56774,0.63897,0.14691,0.75625,0.89187,0.11906,0.43979,0.61756,no
0.67328,0.094683,0.71802,0.06661,0.11402,0.67101,0.87206,0.62831,0.14816,0.75706,0.89163,0.1217,0.44565,0.65165,no
0.68253,0.15349,0.72303,0.066488,0.1033,0.56704,0.76901,0.66523,0.16941,0.75859,0.89198,0.14019,0.56913,0.59459,no
0.69676,0.1839,0.72058,0.069088,0.14226,0.60179,0.64685,0.67669,0.12973,0.74206,0.89203,0.13802,0.51179,0.64429,no
0.65626,0.17457,0.72579,0.066322,0.15196,0.62884,0.72107,0.66412,0.10822,0.73419,0.89134,0.11833,0.60626,0.72756,no
0.65136,0.17794,0.7252,0.067016,0.12127,0.6166,0.68772,0.62808,0.11206,0.75118,0.8919,0.092489,0.51585,0.71754,no
0.70354,0.19473,0.74067,0.065669,0.14707,0.62253,0.69332,0.67802,0.14119,0.74484,0.89201,0.13957,0.63244,0.69148,no
0.71375,0.17205,0.72628,0.066506,0.15034,0.61292,0.68433,0.67613,0.11978,0.73809,0.89158,0.12896,0.48264,0.59658,no
0.6816,0.20857,0.72725,0.066403,0.15684,0.60614,0.67319,0.61028,0.14866,0.75187,0.88838,0.13328,0.56453,0.61445,no
0.70355,0.15235,0.70334,0.066395,0.15283,0.69291,0.68942,0.59115,0.20847,0.7584,0.89203,0.13001,0.423,0.50479,no
0.69331,0.20145,0.7328,0.066513,0.15854,0.62016,0.61582,0.6382,0.13202,0.73466,0.8918,0.13479,0.62081,0.67981,no
0.65254,0.20059,0.73115,0.06751,0.1627,0.62428,0.67248,0.62662,0.18091,0.77538,0.88517,0.14841,0.58051,0.57622,no
0.65933,0.29849,0.72227,0.065935,0.22294,0.71213,0.5613,0.4512,0.23913,0.72818,0.89203,0.11142,0.51508,0.61723,no
0.70156,0.17182,0.72919,0.066873,0.16405,0.66215,0.61112,0.62434,0.1404,0.72677,0.89203,0.15612,0.66962,0.75456,no
0.7035,0.20474,0.73882,0.066507,0.17798,0.70764,0.62161,0.58562,0.070866,0.74943,0.88831,0.080821,0.53047,0.84214,no
0.7211,0.21613,0.72966,0.066433,0.16546,0.59309,0.68489,0.4608,0.2006,0.7402,0.88972,0.1198,0.54471,0.6799,no
0.70505,0.21269,0.73296,0.066561,0.17409,0.55946,0.67968,0.49356,0.2501,0.72924,0.89229,0.14125,0.58264,0.57915,no
0.048271,0.37304,0.33532,0.067521,0.14484,0.048479,0.77453,0.058298,0.34998,0.52738,0.89423,0.16715,0.17556,0.71071,no
0.046274,0.39968,0.22576,0.070124,0.15727,0.050967,0.76675,0.060121,0.38173,0.58763,0.86871,0.20328,0.14134,0.62967,no
0.04973,0.37973,0.32354,0.058812,0.14758,0.04669,0.77405,0.05808,0.35442,0.52697,0.89425,0.17083,0.17904,0.70639,no
0.047175,0.38805,0.18047,0.064281,0.15319,0.054201,0.75937,0.059921,0.38507,0.58917,0.86817,0.20605,0.14342,0.6106,no
0.049412,0.37649,0.32684,0.072831,0.14771,0.05239,0.76772,0.057984,0.34591,0.52232,0.89311,0.16362,0.16773,0.71322,no
0.047687,0.37026,0.18424,0.067601,0.13842,0.053054,0.7662,0.059854,0.38529,0.58836,0.86965,0.20883,0.14467,0.60247,no
0.048474,0.38076,0.27125,0.060997,0.15151,0.049292,0.75199,0.058297,0.3467,0.51206,0.89336,0.16712,0.1812,0.70138,no
0.047951,0.36811,0.22012,0.066187,0.1422,0.044774,0.772,0.059969,0.38147,0.59365,0.87038,0.20717,0.14343,0.61295,no
0.046752,0.38383,0.22657,0.070421,0.14729,0.049248,0.76575,0.058442,0.34823,0.50355,0.89344,0.1683,0.17991,0.70302,no
0.039963,0.42579,0.18107,0.054719,0.17366,0.17143,0.85719,0.0601,0.38115,0.59568,0.86846,0.20617,0.1418,0.61771,no
0.004697,1,0,0.033348,0.64803,0.13291,0.18721,0.058711,0.34378,0.51085,0.89341,0.1648,0.17307,0.70113,no
0.0011507,0.30112,0.45759,0.06746,0.061225,0.26864,0.91137,0.060032,0.37836,0.60476,0.86977,0.20513,0.14153,0.6114,no
0.49023,0.063255,0.70815,0.066561,0.016224,0.12364,0.88053,0.05896,0.35153,0.53881,0.89405,0.17058,0.17493,0.69649,no
0.51166,0.050483,0.70268,0.066708,0.015945,0.15944,0.88476,0.060215,0.37464,0.5985,0.8702,0.19869,0.14205,0.62472,no
0.47796,0.043811,0.70909,0.066561,0.013096,0.14926,0.87106,0.058575,0.34977,0.52024,0.89414,0.16726,0.17602,0.70806,no
0.51021,0.048062,0.71437,0.066611,0.012994,0.10099,0.90014,0.060005,0.38007,0.59266,0.8691,0.20316,0.1418,0.61357,no
0.50364,0.049667,0.711,0.066381,0.012979,0.11561,0.89788,0.058475,0.34921,0.51872,0.89433,0.16675,0.17637,0.70807,no
0.55546,0.042898,0.72697,0.063169,0.012107,0.13693,0.90121,0.059968,0.38085,0.58313,0.86911,0.20318,0.13918,0.61009,no
0.42398,0.049193,0.68776,0.066501,0.011181,0.13323,0.94246,0.058101,0.35397,0.51899,0.89404,0.17032,0.17749,0.70562,no
0.42265,0.064688,0.6962,0.066562,0.016107,0.12866,0.90256,0.059943,0.38273,0.5886,0.86846,0.20314,0.14179,0.64065,no
0.50459,0.053202,0.71084,0.066507,0.013887,0.12048,0.89487,0.057945,0.34686,0.49621,0.89356,0.16584,0.18062,0.71071,no
0.51301,0.048243,0.71194,0.06651,0.014554,0.14559,0.87308,0.059876,0.38322,0.58891,0.86924,0.2066,0.14187,0.60184,no
0.45846,0.05873,0.70033,0.066508,0.012016,0.12833,0.85691,0.05811,0.34611,0.51451,0.89295,0.16455,0.17057,0.7089,no
0.48395,0.049027,0.72611,0.066532,0.013643,0.15516,0.90983,0.059653,0.38406,0.58384,0.87096,0.20909,0.14185,0.59477,no
0.4709,0.064583,0.70177,0.066561,0.01375,0.11302,0.87845,0.058679,0.34181,0.49693,0.89319,0.16462,0.184,0.7029,no
0.4924,0.036805,0.70296,0.066233,0.017428,0.18827,0.93517,0.060257,0.37389,0.60098,0.86991,0.20072,0.14269,0.62494,no
0.29532,0.07512,0.68645,0.065605,0.014535,0.12186,0.85237,0.058829,0.33727,0.52084,0.8937,0.15955,0.17327,0.7019,no
0.53382,0.067048,0.71087,0.066512,0.016065,0.12492,0.88627,0.060192,0.371,0.59625,0.87046,0.19703,0.13656,0.62712,no
0.53253,0.019052,0.72272,0.066837,0.011788,0.1561,0.93183,0.058807,0.34718,0.52707,0.89394,0.16719,0.18243,0.70285,no
0.47246,0.046406,0.70026,0.066498,0.010559,0.13755,0.94715,0.060127,0.37438,0.59175,0.87062,0.19919,0.14078,0.61015,no
0.45722,0.060499,0.70513,0.066516,0.012874,0.12055,0.87502,0.058432,0.3363,0.51987,0.89309,0.15623,0.16354,0.71183,no
0.62208,0.050031,0.71656,0.066428,0.018518,0.17541,0.88007,0.060074,0.37813,0.59983,0.86923,0.20268,0.14083,0.60348,no
0.47835,0.053001,0.70568,0.06656,0.012097,0.13028,0.90148,0.059133,0.34603,0.54364,0.89454,0.16478,0.17347,0.70541,no
0.48353,0.06704,0.71956,0.066549,0.019728,0.11736,0.86411,0.060261,0.36704,0.59139,0.87164,0.19026,0.1381,0.62819,no
0.42579,0.063273,0.70113,0.069247,0.013447,0.13591,0.88374,0.058175,0.34487,0.50663,0.89373,0.163,0.18301,0.71305,no
0.51293,0.026979,0.72663,0.066563,0.014034,0.14188,0.92625,0.060084,0.3797,0.58971,0.86993,0.20203,0.14262,0.6019,no
0.35982,0.078897,0.6892,0.066428,0.013359,0.10373,0.88214,0.058282,0.34683,0.50428,0.89391,0.16466,0.1825,0.71323,no
0.51246,0.041669,0.71035,0.066573,0.015136,0.15396,0.86647,0.060489,0.33164,0.65573,0.86687,0.15549,0.14177,0.6633,no
0.55982,0.059364,0.7142,0.06655,0.01613,0.15162,0.87717,0.057019,0.30788,0.42088,0.89291,0.1294,0.17382,0.77493,no
0.5918,0.03824,0.72479,0.066298,0.016484,0.14156,0.91891,0.059748,0.37618,0.58629,0.86968,0.20085,0.13643,0.60665,no
0.20426,0.09649,0.68293,0.065893,0.026878,0.12188,0.85009,0.058814,0.34259,0.49737,0.89343,0.16434,0.17975,0.70218,no
0.47244,0.043299,0.71037,0.066579,0.0094162,0.12095,0.89822,0.059871,0.37676,0.59851,0.86925,0.20319,0.13909,0.62098,no
0.54732,0.038363,0.71178,0.064541,0.012548,0.11428,0.91002,0.059162,0.33489,0.50026,0.89322,0.16,0.17836,0.69572,no
0.52133,0.032997,0.72383,0.066729,0.0066273,0.069869,0.9224,0.059458,0.36715,0.59996,0.87312,0.19636,0.13562,0.58707,no
0.47457,0.039046,0.70441,0.066559,0.0093806,0.12575,0.91274,0.058872,0.34798,0.5197,0.89367,0.16825,0.17973,0.69769,no
0.49819,0.042401,0.71339,0.066585,0.013117,0.14563,0.89685,0.059961,0.37227,0.59163,0.87035,0.19729,0.13926,0.61224,no
0.47148,0.050517,0.70142,0.066221,0.015925,0.12114,0.91793,0.058384,0.33825,0.52492,0.89331,0.15804,0.17034,0.71063,no
0.42403,0.073865,0.69504,0.067076,0.01416,0.11786,0.91767,0.05996,0.37566,0.59227,0.8703,0.20032,0.14049,0.60795,no
0.52389,0.035675,0.70728,0.099066,0.010101,0.13657,0.94063,0.058574,0.34756,0.52164,0.89418,0.16591,0.17583,0.70817,no
0.45489,0.050621,0.69745,0.079256,0.011228,0.11922,0.91386,0.060139,0.3742,0.59494,0.86994,0.19751,0.14162,0.62388,no
0.048142,0.36015,0.32668,0.071187,0.13299,0.022194,0.81664,0.058604,0.32287,0.53223,0.89347,0.14499,0.15441,0.72202,no
0.04775,0.35127,0.22807,0.066969,0.12584,0.023173,0.81607,0.060268,0.35107,0.61076,0.87369,0.17517,0.1367,0.65841,no
0.047062,0.36141,0.32902,0.06277,0.13502,0.027859,0.81016,0.058608,0.32345,0.53851,0.89369,0.14447,0.15614,0.72457,no
0.049386,0.34094,0.36676,0.073405,0.12437,0.018241,0.79007,0.060237,0.3516,0.61246,0.87303,0.17483,0.13516,0.67003,no
0.046613,0.36443,0.18208,0.068766,0.13207,0.018637,0.79158,0.058305,0.31856,0.51034,0.89337,0.14057,0.15627,0.72958,no
0.049779,0.35115,0.30731,0.059953,0.12881,0.019266,0.78526,0.060591,0.34945,0.61987,0.87144,0.17247,0.13588,0.66206,no
0.047446,0.35196,0.21552,0.065248,0.12922,0.040479,0.81318,0.057939,0.30998,0.43107,0.89293,0.13445,0.15711,0.73711,no
0.048786,0.35873,0.27597,0.072307,0.13293,0.044227,0.80391,0.060053,0.35661,0.614,0.87233,0.18114,0.1336,0.65394,no
0.043517,0.39937,0.13125,0.067745,0.15783,0.014504,0.71132,0.058863,0.32141,0.52184,0.8935,0.14489,0.1459,0.71869,no
0.016824,0.53808,0.29647,0.05316,0.34826,0.39891,0.76222,0.060082,0.35136,0.61219,0.87472,0.17683,0.1328,0.65473,no
0.017674,0.26798,0.6675,0.066567,0.081557,0.2737,0.57419,0.058877,0.32242,0.52009,0.89343,0.14527,0.15022,0.72051,no
0.70652,0.082399,0.73556,0.066554,0.045017,0.30401,0.72667,0.059907,0.35141,0.60802,0.87429,0.17627,0.13442,0.67543,no
0.67583,0.063458,0.7393,0.06653,0.041009,0.2861,0.76249,0.059097,0.31994,0.53208,0.89335,0.14366,0.1537,0.71854,no
0.74187,0.065327,0.73155,0.066539,0.03621,0.26296,0.73253,0.060196,0.3531,0.62264,0.87326,0.17844,0.1343,0.64777,no
0.72467,0.034278,0.73807,0.066558,0.026991,0.28627,0.79,0.058726,0.32565,0.52455,0.89381,0.14733,0.15464,0.71869,no
0.72117,0.061997,0.73727,0.066407,0.035292,0.27098,0.7545,0.060451,0.35189,0.61572,0.87343,0.17509,0.13569,0.66097,no
0.79885,0.064258,0.73125,0.066561,0.038568,0.29489,0.7477,0.058692,0.31919,0.52908,0.8935,0.14141,0.15465,0.7293,no
0.68701,0.052476,0.7272,0.066561,0.025452,0.25973,0.7822,0.060182,0.35139,0.61153,0.8727,0.17565,0.13432,0.65818,no
0.72586,0.069895,0.73641,0.066553,0.03809,0.26332,0.81147,0.058497,0.31303,0.46674,0.89287,0.1376,0.16117,0.72663,no
0.67976,0.06563,0.72789,0.066572,0.027669,0.26123,0.76116,0.060391,0.34918,0.61406,0.87488,0.17425,0.13601,0.65363,no
0.72033,0.074275,0.72468,0.066567,0.03555,0.25489,0.74921,0.058621,0.31553,0.51257,0.89325,0.13949,0.15284,0.72665,no
0.74819,0.079261,0.74248,0.066507,0.038716,0.26738,0.78154,0.060434,0.35203,0.61608,0.87261,0.17687,0.13583,0.65646,no
0.74997,0.084147,0.74146,0.066523,0.041474,0.27421,0.75973,0.059409,0.31672,0.53519,0.89374,0.14054,0.15102,0.72257,no
0.75014,0.065296,0.74021,0.066465,0.038375,0.28313,0.7564,0.060336,0.34063,0.59026,0.87352,0.16894,0.13108,0.62681,no
0.71801,0.073249,0.74185,0.067029,0.044648,0.32721,0.75677,0.05955,0.31491,0.53936,0.89373,0.13817,0.15204,0.72175,no
0.7122,0.061614,0.72957,0.066494,0.031991,0.28573,0.79655,0.060086,0.34224,0.58807,0.87415,0.16863,0.12921,0.64469,no
0.71594,0.082398,0.74134,0.066412,0.041797,0.27232,0.76828,0.059152,0.31985,0.52964,0.89356,0.14335,0.15026,0.72079,no
0.69225,0.070338,0.73332,0.066476,0.043321,0.3086,0.72484,0.060209,0.35188,0.61385,0.87319,0.17726,0.13317,0.65927,no
0.77977,0.089632,0.74857,0.066559,0.04581,0.29122,0.76583,0.059092,0.31888,0.51456,0.89369,0.14284,0.15318,0.71869,no
0.74623,0.070532,0.73218,0.066561,0.04138,0.30136,0.75832,0.060184,0.34319,0.60218,0.87216,0.17132,0.13103,0.62838,no
0.75832,0.070091,0.73505,0.066529,0.040723,0.27317,0.76031,0.059045,0.32163,0.53493,0.89374,0.14392,0.15207,0.7208,no
0.7639,0.073898,0.73645,0.066555,0.042317,0.32366,0.72939,0.060194,0.34862,0.60839,0.87314,0.17374,0.13408,0.64633,no
0.71364,0.084308,0.72703,0.066561,0.049569,0.3195,0.8309,0.058755,0.32222,0.52188,0.8936,0.14402,0.14964,0.72455,no
0.76439,0.073162,0.73525,0.066399,0.044878,0.30992,0.76288,0.060196,0.35373,0.60865,0.87154,0.17739,0.13376,0.65938,no
0.77391,0.064536,0.72873,0.066373,0.038961,0.26254,0.72482,0.058874,0.32226,0.52705,0.89372,0.14416,0.14875,0.72093,no
0.76192,0.083293,0.73433,0.066323,0.047242,0.3065,0.81558,0.060314,0.34744,0.60765,0.87273,0.17134,0.1323,0.66648,no
0.65895,0.095328,0.72824,0.066561,0.048695,0.24159,0.7382,0.058809,0.31611,0.52092,0.89363,0.13929,0.15373,0.72798,no
0.63582,0.077354,0.73057,0.06717,0.041731,0.32628,0.75237,0.0603,0.34712,0.59566,0.87285,0.17442,0.13352,0.62179,no
0.65293,0.095021,0.73495,0.066439,0.055664,0.28926,0.68603,0.059346,0.31657,0.53726,0.89361,0.14084,0.14937,0.71656,no
0.7386,0.07547,0.73557,0.066529,0.045042,0.29457,0.7517,0.060118,0.34365,0.60932,0.87234,0.16986,0.13106,0.65093,no
0.74878,0.07122,0.7412,0.066536,0.035638,0.26588,0.73324,0.058926,0.31949,0.52553,0.89387,0.14224,0.15043,0.72123,no
0.76538,0.057164,0.7253,0.067066,0.039518,0.27154,0.74742,0.06017,0.35305,0.61852,0.87059,0.17711,0.1305,0.65961,no
0.70814,0.064985,0.74296,0.066498,0.029502,0.27452,0.76921,0.058858,0.3155,0.52024,0.89353,0.14119,0.17211,0.72092,no
0.76102,0.059862,0.72918,0.066558,0.032179,0.27229,0.77046,0.060186,0.3536,0.5975,0.87303,0.178,0.13249,0.66459,no
0.68704,0.085045,0.73,0.066308,0.047819,0.31276,0.79979,0.058978,0.32173,0.5221,0.89347,0.14439,0.14704,0.7187,no
0.64519,0.11532,0.72225,0.066561,0.066078,0.35106,0.73565,0.060078,0.3508,0.60466,0.87376,0.17568,0.13197,0.6562,no
0.66285,0.084086,0.71301,0.066561,0.05493,0.32794,0.7901,0.058472,0.32173,0.51145,0.89366,0.14479,0.1602,0.7202,no
0.62768,0.11546,0.72823,0.065591,0.049064,0.29332,0.79467,0.060144,0.35672,0.60981,0.8721,0.18036,0.13383,0.66762,no
0.69748,0.094039,0.72989,0.066649,0.05317,0.28532,0.77013,0.058878,0.3149,0.50135,0.89317,0.14127,0.17536,0.72242,no
0.70826,0.10542,0.73934,0.066542,0.060891,0.30905,0.75787,0.060154,0.35374,0.61503,0.87281,0.17828,0.13462,0.66259,no
0.047184,0.5707,0.12582,0.060846,0.30019,0.11873,0.62773,0.061397,0.47458,0.53815,0.89738,0.30247,0.22164,0.59484,no
0.050256,0.57352,0.29224,0.082059,0.3007,0.11974,0.61308,0.060562,0.5142,0.60868,0.86202,0.36282,0.17979,0.4574,no
0.047103,0.59002,0.14025,0.069805,0.30045,0.11871,0.60481,0.060502,0.49831,0.53499,0.89699,0.32323,0.2308,0.59758,no
0.049943,0.57764,0.24025,0.054991,0.30468,0.12071,0.61073,0.061598,0.53822,0.62282,0.85172,0.38686,0.19436,0.46625,no
0.048109,0.5595,0.13064,0.064594,0.29098,0.11038,0.60535,0.060204,0.49342,0.50196,0.89637,0.31651,0.23991,0.61983,no
0.048012,0.58533,0.18402,0.07522,0.30424,0.11678,0.61233,0.061295,0.5522,0.633,0.85304,0.40194,0.19816,0.5034,no
0.048329,0.5665,0.1811,0.066593,0.28549,0.1191,0.62206,0.060459,0.49272,0.54089,0.89626,0.31701,0.24079,0.60816,no
0.047245,0.57795,0.18367,0.059012,0.29585,0.15431,0.69,0.061253,0.54892,0.63159,0.85223,0.39924,0.19477,0.50085,no
0.028485,0.5811,0.61379,0.066934,0.51307,0.74737,0,0.060421,0.50272,0.54241,0.89586,0.32434,0.21344,0.60946,no
0.43649,0.34201,0.73157,0.066464,0.24386,0.7183,0.34075,0.061057,0.54416,0.62914,0.85425,0.3961,0.1941,0.44211,no
0.37945,0.36315,0.69539,0.065526,0.23234,0.61789,0.33369,0.060356,0.49542,0.49556,0.89606,0.31865,0.22883,0.60578,no
0.50496,0.36453,0.70938,0.10341,0.23266,0.69638,0.27139,0.061167,0.54715,0.62888,0.84992,0.40064,0.19391,0.46806,no
0.25657,0.36389,0.69698,0.13601,0.21906,0.72121,0.33898,0.060641,0.49466,0.53335,0.8966,0.32072,0.2399,0.60274,no
0.44179,0.36142,0.69726,0.066083,0.25218,0.70269,0.27114,0.060958,0.53963,0.62585,0.85528,0.39312,0.18986,0.43348,no
0.45122,0.37524,0.71922,0.095998,0.22866,0.71664,0.30877,0.060503,0.49816,0.50678,0.89676,0.32262,0.22699,0.60103,no
0.25085,0.36764,0.6878,0.066557,0.2175,0.65467,0.28571,0.060453,0.54319,0.603,0.85688,0.39514,0.18731,0.44932,no
0.39199,0.40162,0.70122,0.066274,0.25556,0.70568,0.20711,0.060696,0.49985,0.54141,0.89756,0.3257,0.23935,0.59894,no
0.44173,0.37537,0.71162,0.066301,0.24424,0.64602,0.23112,0.060978,0.54087,0.6082,0.85596,0.39278,0.18988,0.44309,no
0.42451,0.34897,0.72529,0.079999,0.2169,0.74251,0.4634,0.060414,0.49865,0.54126,0.89652,0.32444,0.24068,0.60297,no
0.25568,0.37473,0.72341,0.06584,0.23235,0.7019,0.25638,0.061136,0.5416,0.6104,0.85682,0.39256,0.19451,0.4441,no
0.40361,0.38369,0.69993,0.065912,0.25334,0.70201,0.27997,0.060424,0.49459,0.54235,0.89644,0.31892,0.24164,0.60543,no
0.43897,0.38214,0.70506,0.066046,0.24222,0.60559,0.27577,0.061074,0.54311,0.61032,0.85381,0.39578,0.19256,0.43967,no
0.41987,0.3774,0.70643,0.066213,0.2345,0.70267,0.28634,0.060295,0.49688,0.51481,0.89606,0.31914,0.22251,0.60595,no
